subj,trial_id,eye,startline,endline,SaclineIndex,start_time,end_time,duration,x1_pos,y1_pos,x2_pos,y2_pos,ampl,pk
1950168,1,L,1.0,2.0,16.0,575479.0,575559.0,84.0,1000.1,103.5,233.5,135.7,18.71,512.0
1950168,1,L,2.0,3.0,26.0,579567.0,579643.0,80.0,941.8,157.1,220.5,213.0,17.69,495.0
1950168,1,L,3.0,4.0,42.0,583207.0,583283.0,80.0,939.7,215.4,281.1,239.4,16.17,479.0
1950168,1,L,4.0,5.0,60.0,589367.0,589431.0,68.0,930.1,255.1,284.1,310.8,15.93,461.0
1950168,1,L,5.0,6.0,79.0,594651.0,594731.0,84.0,1006.8,310.8,285.1,382.5,17.71,511.0
1950168,1,L,6.0,7.0,95.0,599887.0,599963.0,80.0,1024.7,381.7,251.7,440.3,18.84,528.0
1950168,1,L,7.0,8.0,112.0,605291.0,605371.0,84.0,947.2,438.6,215.4,495.4,17.86,454.0
1950168,1,L,8.0,9.0,129.0,611203.0,611275.0,76.0,1003.7,488.7,253.3,543.3,18.22,495.0
1950168,1,L,9.0,10.0,144.0,614959.0,615039.0,84.0,994.5,543.4,231.6,610.8,18.48,521.0
1950168,1,L,10.0,11.0,161.0,619963.0,620035.0,76.0,997.4,615.5,238.4,698.5,18.33,528.0
1950168,1,L,11.0,12.0,180.0,624731.0,624811.0,84.0,1009.0,675.1,216.5,737.4,18.95,494.0
1950168,1,L,12.0,13.0,195.0,628951.0,629019.0,72.0,980.0,742.9,297.9,790.8,16.36,425.0
1950168,1,R,1.0,2.0,217.0,575479.0,575559.0,84.0,1020.9,108.4,295.8,155.4,17.72,439.0
1950168,1,R,2.0,3.0,227.0,579567.0,579643.0,80.0,965.3,166.3,275.0,234.9,16.96,456.0
1950168,1,R,3.0,4.0,243.0,583211.0,583283.0,76.0,961.6,209.3,330.7,251.6,15.52,436.0
1950168,1,R,4.0,5.0,261.0,589367.0,589443.0,80.0,960.5,270.1,299.5,330.1,16.29,430.0
1950168,1,R,5.0,6.0,280.0,594655.0,594731.0,80.0,1016.9,316.5,302.0,390.3,17.55,461.0
1950168,1,R,6.0,7.0,296.0,599887.0,599967.0,84.0,1037.8,383.5,281.7,442.1,18.43,478.0
1950168,1,R,7.0,8.0,313.0,605291.0,605371.0,84.0,963.6,439.2,240.1,458.5,17.61,421.0
1950168,1,R,8.0,9.0,330.0,611207.0,611287.0,84.0,1030.9,505.6,272.4,546.6,18.37,459.0
1950168,1,R,9.0,10.0,345.0,614963.0,615039.0,80.0,1019.0,565.6,270.4,631.3,18.13,481.0
1950168,1,R,10.0,11.0,362.0,619963.0,620039.0,80.0,1031.0,618.7,268.6,709.8,18.41,494.0
1950168,1,R,11.0,12.0,381.0,624731.0,624807.0,80.0,1039.6,688.4,274.7,738.5,18.29,446.0
1950168,1,R,12.0,13.0,395.0,628951.0,629019.0,72.0,1007.8,748.9,356.6,804.5,15.63,401.0
1950168,2,L,1.0,2.0,20.0,640519.0,640587.0,72.0,976.6,93.7,266.6,121.3,17.37,522.0
1950168,2,L,2.0,3.0,34.0,644707.0,644791.0,88.0,998.2,150.0,238.0,198.9,18.6,505.0
1950168,2,L,3.0,4.0,47.0,648491.0,648563.0,76.0,830.5,204.5,291.9,256.2,13.38,455.0
1950168,2,L,4.0,5.0,64.0,653323.0,653395.0,76.0,942.4,250.6,261.6,301.4,16.73,495.0
1950168,2,L,5.0,6.0,79.0,657943.0,658015.0,76.0,1009.3,301.9,275.5,366.5,17.99,476.0
1950168,2,L,6.0,7.0,94.0,661831.0,661899.0,72.0,977.2,374.5,273.0,441.2,17.27,453.0
1950168,2,L,7.0,6.0,96.0,662535.0,662611.0,80.0,245.8,452.0,935.6,363.1,16.97,447.0
1950168,2,L,6.0,7.0,98.0,662823.0,662891.0,72.0,972.1,362.9,298.0,453.5,16.63,482.0
1950168,2,L,7.0,8.0,111.0,666063.0,666127.0,68.0,950.0,421.5,312.7,480.9,15.65,475.0
1950168,2,L,8.0,9.0,125.0,670535.0,670615.0,84.0,1000.0,462.0,205.6,549.6,19.31,488.0
1950168,2,R,1.0,2.0,158.0,640519.0,640599.0,84.0,978.0,109.2,288.9,164.5,16.88,455.0
1950168,2,R,2.0,3.0,172.0,644707.0,644783.0,80.0,1005.0,163.9,296.4,230.2,17.38,448.0
1950168,2,R,3.0,4.0,185.0,648491.0,648563.0,76.0,843.0,224.0,329.8,296.7,12.82,411.0
1950168,2,R,4.0,5.0,202.0,653323.0,653395.0,76.0,967.3,275.9,309.3,336.7,16.2,472.0
1950168,2,R,5.0,6.0,217.0,657943.0,658027.0,88.0,1019.7,328.4,273.7,389.0,18.26,442.0
1950168,2,R,6.0,7.0,232.0,661831.0,661911.0,84.0,1000.0,405.5,280.6,469.5,17.62,451.0
1950168,2,R,7.0,6.0,234.0,662535.0,662611.0,80.0,243.1,467.9,963.5,387.5,17.68,504.0
1950168,2,R,6.0,7.0,236.0,662823.0,662895.0,76.0,990.5,393.5,322.4,469.1,16.42,422.0
1950168,2,R,7.0,8.0,249.0,666063.0,666139.0,80.0,971.4,447.5,316.7,509.5,16.06,441.0
1950168,2,R,8.0,9.0,262.0,670535.0,670619.0,88.0,1035.7,506.8,235.8,576.6,19.4,461.0
1950168,3,L,1.0,2.0,20.0,682711.0,682791.0,84.0,999.2,87.2,232.9,107.4,18.65,490.0
1950168,3,L,2.0,3.0,33.0,687175.0,687255.0,84.0,979.1,148.6,228.8,185.6,18.35,498.0
1950168,3,L,3.0,2.0,34.0,687675.0,687739.0,68.0,230.4,187.3,764.4,149.8,13.19,398.0
1950168,3,L,2.0,3.0,38.0,688823.0,688891.0,72.0,955.2,153.0,310.7,201.3,15.88,478.0
1950168,3,L,3.0,4.0,59.0,694947.0,695015.0,72.0,999.2,203.1,302.4,261.8,17.14,503.0
1950168,3,L,4.0,5.0,78.0,699755.0,699823.0,72.0,1009.6,251.5,278.5,323.9,17.96,498.0
1950168,3,L,5.0,6.0,92.0,704267.0,704339.0,76.0,956.3,316.7,253.4,372.2,17.24,496.0
1950168,3,L,6.0,7.0,106.0,708739.0,708811.0,76.0,954.9,368.8,254.0,442.6,17.21,474.0
1950168,3,L,7.0,8.0,130.0,715651.0,715723.0,76.0,964.7,434.5,249.7,502.9,17.5,474.0
1950168,3,L,8.0,9.0,150.0,721555.0,721631.0,80.0,946.3,490.3,231.0,562.8,17.45,474.0
1950168,3,L,9.0,10.0,166.0,726499.0,726571.0,76.0,956.2,545.1,240.5,644.0,17.47,466.0
1950168,3,L,10.0,11.0,181.0,731543.0,731611.0,72.0,936.4,614.7,257.7,689.7,16.49,466.0
1950168,3,L,11.0,12.0,197.0,736583.0,736635.0,56.0,889.3,679.6,253.5,747.6,15.39,477.0
1950168,3,L,12.0,13.0,212.0,741367.0,741423.0,60.0,996.4,760.6,225.9,820.5,18.33,510.0
1950168,3,L,13.0,14.0,225.0,745295.0,745363.0,72.0,938.4,821.6,257.7,860.2,16.19,474.0
1950168,3,R,1.0,2.0,271.0,682711.0,682799.0,92.0,1001.1,93.4,232.9,131.8,18.69,430.0
1950168,3,R,2.0,3.0,285.0,687175.0,687255.0,84.0,981.8,155.1,264.5,200.2,17.55,452.0
1950168,3,R,3.0,2.0,286.0,687675.0,687735.0,64.0,253.1,203.5,771.0,151.0,12.82,431.0
1950168,3,R,2.0,3.0,290.0,688823.0,688891.0,72.0,957.3,166.7,339.4,216.5,15.23,435.0
1950168,3,R,3.0,4.0,310.0,694947.0,695027.0,84.0,1009.6,211.8,312.7,278.7,17.14,464.0
1950168,3,R,4.0,5.0,329.0,699755.0,699827.0,76.0,1026.4,270.7,321.2,338.2,17.32,466.0
1950168,3,R,5.0,6.0,343.0,704267.0,704339.0,76.0,988.6,338.5,301.7,382.7,16.83,457.0
1950168,3,R,6.0,7.0,357.0,708739.0,708811.0,76.0,980.0,383.8,297.0,447.5,16.75,451.0
1950168,3,R,7.0,8.0,382.0,715651.0,715723.0,76.0,987.6,446.6,292.8,512.3,17.0,451.0
1950168,3,R,8.0,9.0,402.0,721555.0,721635.0,84.0,967.0,506.6,259.1,563.8,17.24,445.0
1950168,3,R,9.0,10.0,419.0,726499.0,726571.0,76.0,991.7,558.8,292.1,648.9,17.06,443.0
1950168,3,R,10.0,11.0,434.0,731543.0,731615.0,76.0,980.5,617.2,307.1,682.4,16.34,431.0
1950168,3,R,11.0,12.0,451.0,736583.0,736651.0,72.0,919.8,700.9,319.9,758.2,14.52,456.0
1950168,3,R,12.0,13.0,466.0,741367.0,741435.0,72.0,1009.0,750.5,287.6,812.1,17.22,472.0
1950168,3,R,13.0,14.0,480.0,745295.0,745363.0,72.0,971.1,822.1,322.5,876.6,15.46,460.0
